date,bank,bse50,chinext50,cni2000,csi100,csi1000,csi2000,csi300,csi500,csi800,csi_a50,csi_a500,csi_all,dividend,growth,lowvol,sme100,sse180,sse50,ssecomp,star100,star50,sz100,szcomponent,value300
2021-03-26,11086.2,,1.158,,7180.02,6843.02,,6564.7,7130.37,6674.22,,,6672.69,7790.76,3.036,13973.62,4.536,14668.67,5138.81,1.626,,1263.11,7.176,1.147,8220.95
2021-03-29,11138.31,,1.15,,7198.32,6870.46,,6576.28,7133.96,6684.09,,,6685.47,7877.95,3.021,14230.07,4.518,14716.4,5150.43,1.629,,1257.19,7.171,1.148,8246.12
2021-03-30,11221.13,,1.168,,7268.75,6843.28,,6638.63,7162.95,6739.28,,,6719.02,7867.46,3.062,14187.88,4.557,14857.2,5207.99,1.638,,1254.75,7.255,1.155,8295.59
2021-03-31,11257.32,,1.166,,7191.55,6834.51,,6578.3,7133.13,6685.5,,,6682.56,7843.83,3.053,14185.87,4.508,14718.65,5152.85,1.632,,1254.74,7.197,1.149,8284.66
2021-04-01,11220.42,,1.189,,7285.36,6880.58,,6659.88,7198.82,6763.59,,,6749.11,7905.43,3.114,14262.34,4.573,14871.22,5215.86,1.643,,1273.3,7.311,1.163,8315.42
2021-04-02,11083.26,,1.207,,7357.33,6908.23,,6726.05,7215.86,6819.26,,,6794.61,7859.49,3.157,14126.53,4.614,14993.92,5265.52,1.65,,1306.65,7.413,1.175,8285.35
2021-04-06,11111.85,,1.197,,7311.02,6973.65,,6698.4,7234.67,6801.49,,,6798.05,7893.71,3.128,14125.8,4.603,14935.18,5233.42,1.651,,1303.33,7.354,1.173,8277.23
2021-04-07,11079.34,,1.185,,7234.64,6975.03,,6650.71,7240.35,6765.17,,,6775.65,7961.39,3.101,14271.93,4.569,14849.02,5180.66,1.643,,1305.51,7.275,1.162,8276.01
2021-04-08,11051.57,,1.192,,7255.62,6954.81,,6661.74,7250.96,6776.1,,,6775.45,7944.0,3.125,14240.83,4.568,14904.22,5201.86,1.641,,1298.55,7.277,1.163,8249.8
2021-04-09,10994.99,,1.172,,7136.47,6949.87,,6561.57,7226.42,6692.1,,,6712.22,7951.63,3.082,14208.67,4.52,14686.53,5116.08,1.626,,1278.03,7.151,1.152,8183.55
2021-04-12,10961.83,,1.144,,7035.19,6802.04,,6447.43,7102.29,6576.02,,,6598.41,7915.24,3.01,14242.83,4.384,14504.81,5062.14,1.612,,1249.93,7.005,1.129,8126.47
2021-04-13,10915.46,,1.157,,7018.02,6767.08,,6436.87,7083.31,6563.7,,,6580.99,7846.44,3.035,14144.1,4.398,14440.42,5039.42,1.605,,1247.83,7.038,1.129,8080.3
2021-04-14,10780.7,,1.187,,7058.27,6863.71,,6490.28,7160.36,6622.03,,,6651.84,7905.05,3.101,14207.75,4.454,14507.13,5050.65,1.612,,1261.21,7.167,1.147,8079.89
2021-04-15,10679.88,,1.183,,6998.28,6838.28,,6449.03,7159.5,6589.39,,,6620.13,7913.55,3.091,14211.31,4.444,14396.17,4995.8,1.605,,1270.7,7.121,1.143,8014.03
2021-04-16,10703.65,,1.175,,7026.2,6916.76,,6471.46,7231.61,6622.3,,,6666.98,8009.52,3.079,14416.87,4.449,14465.63,5019.98,1.617,,1281.3,7.121,1.147,8059.88
2021-04-19,10867.28,,1.232,,7178.2,7034.76,,6628.92,7329.34,6766.87,,,6806.1,8058.14,3.205,14376.32,4.619,14747.15,5115.03,1.641,,1305.8,7.381,1.189,8175.57
2021-04-20,10905.34,,1.226,,7176.9,7014.41,,6624.37,7333.2,6764.11,,,6797.5,8054.16,3.197,14349.19,4.61,14735.0,5110.27,1.638,,1297.25,7.355,1.181,8160.14
2021-04-21,11095.35,,1.237,,7200.99,7014.79,,6644.41,7324.16,6777.96,,,6804.52,8045.68,3.224,14388.64,4.626,14751.84,5118.97,1.638,,1293.59,7.404,1.182,8177.16
2021-04-22,10988.04,,1.248,,7179.79,7045.01,,6637.23,7352.93,6778.41,,,6812.61,8079.62,3.25,14390.08,4.651,14691.54,5087.67,1.632,,1312.01,7.436,1.186,8137.23
2021-04-23,11039.09,,1.28,,7267.99,7010.62,,6697.49,7372.73,6830.01,,,6842.09,8055.49,3.312,14287.48,4.673,14799.98,5141.06,1.634,,1318.69,7.552,1.198,8140.27
2021-04-26,10936.37,,1.267,,7167.14,6986.6,,6622.27,7349.79,6765.97,,,6784.29,7998.74,3.28,14227.27,4.643,14600.46,5060.24,1.622,,1321.81,7.444,1.185,8060.04
2021-04-27,10934.22,,1.278,,7191.4,6954.2,,6639.59,7354.02,6780.5,,,6787.65,8001.03,3.304,14179.48,4.647,14625.57,5072.85,1.619,,1318.8,7.503,1.196,8060.91
2021-04-28,10920.74,,1.312,,7217.11,6994.04,,6677.05,7404.08,6820.57,,,6828.41,8052.66,3.378,14295.84,4.678,14668.13,5068.09,1.624,,1331.18,7.605,1.207,8068.3
2021-04-29,11126.85,,1.315,,7296.47,6960.31,,6735.65,7406.75,6867.23,,,6858.41,8099.34,3.382,14448.68,4.708,14805.72,5132.54,1.632,,1331.0,7.66,1.21,8168.47
2021-04-30,10944.46,,1.336,,7229.13,6936.63,,6682.75,7401.5,6824.5,,,6824.09,8061.48,3.424,14334.92,4.689,14673.71,5094.57,1.617,,1329.28,7.613,1.209,8061.57
2021-05-06,11053.56,,1.298,,7127.08,6954.42,,6601.41,7405.66,6761.39,,,6781.95,8180.06,3.327,14528.7,4.621,14567.67,5034.38,1.617,,1317.19,7.453,1.192,8097.13
2021-05-07,11174.61,,1.251,,7040.19,6869.64,,6516.59,7354.53,6683.84,,,6702.14,8196.55,3.229,14599.87,4.545,14439.02,4970.71,1.607,,1270.71,7.286,1.174,8111.0
2021-05-10,11101.17,,1.263,,7024.19,6889.66,,6512.03,7391.37,6688.06,,,6714.05,8266.56,3.239,14719.15,4.522,14438.46,4961.48,1.612,,1261.25,7.281,1.17,8079.85
2021-05-11,11137.46,,1.257,,7086.42,6895.96,,6552.03,7369.4,6714.88,,,6737.11,8189.85,3.234,14632.21,4.521,14535.64,5016.61,1.622,,1264.9,7.326,1.173,8065.86
2021-05-12,11188.52,,1.271,,7107.65,6979.12,,6580.48,7434.84,6751.11,,,6784.9,8265.71,3.282,14784.21,4.548,14585.4,5031.42,1.629,,1277.77,7.359,1.179,8077.49
2021-05-13,11134.97,,1.265,,7029.07,6929.92,,6513.26,7352.94,6680.89,,,6721.93,8171.44,3.259,14713.99,4.503,14436.1,4981.85,1.612,,1282.36,7.279,1.171,7991.24
2021-05-14,11285.8,,1.306,,7193.2,7026.13,,6667.31,7452.65,6823.19,,,6848.3,8227.97,3.365,14746.53,4.572,14770.48,5111.94,1.639,,1307.55,7.467,1.198,8128.67
2021-05-17,11313.7,,1.346,,7287.59,7021.04,,6765.26,7512.46,6912.92,,,6910.12,8216.71,3.445,14814.83,4.663,14919.41,5166.7,1.656,,1336.09,7.615,1.212,8174.12
2021-05-18,11291.96,,1.337,,7290.66,7054.16,,6768.68,7537.96,6921.01,,,6923.32,8262.06,3.423,14864.18,4.662,14926.17,5163.46,1.662,,1328.77,7.615,1.215,8198.36
2021-05-19,11121.73,,1.35,,7252.33,7057.58,,6749.67,7521.66,6902.6,,,6911.87,8258.8,3.451,14812.05,4.684,14829.41,5125.18,1.658,,1333.3,7.634,1.215,8099.04
2021-05-20,11231.26,,1.36,,7286.72,7051.41,,6768.42,7483.19,6909.21,,,6915.04,8139.75,3.486,14593.73,4.72,14857.32,5141.21,1.658,,1337.27,7.691,1.218,8101.76
2021-05-21,11083.61,,1.346,,7206.07,7050.35,,6701.61,7461.61,6852.08,,,6877.61,8175.72,3.451,14630.77,4.679,14709.96,5082.1,1.646,,1322.6,7.602,1.209,8041.12
2021-05-24,11095.25,,1.359,,7230.11,7113.01,,6729.62,7481.28,6878.28,,,6912.98,8229.13,3.478,14724.52,4.72,14764.17,5105.28,1.653,,1338.35,7.67,1.215,8029.49
2021-05-25,11499.14,,1.398,,7486.1,7198.62,,6942.32,7567.7,7063.92,,,7067.27,8332.61,3.573,14965.44,4.833,15267.16,5314.8,1.692,,1377.82,7.892,1.241,8254.08
2021-05-26,11595.19,,1.385,,7491.4,7231.21,,6945.19,7579.09,7068.59,,,7077.82,8392.66,3.546,15041.33,4.805,15331.68,5338.0,1.701,,1371.76,7.828,1.241,8310.5
2021-05-27,11502.8,,1.396,,7506.56,7300.33,,6968.4,7645.65,7100.94,,,7118.22,8432.93,3.572,15116.43,4.83,15363.12,5349.32,1.708,,1405.75,7.862,1.249,8295.26
2021-05-28,11529.66,,1.403,,7483.09,7290.64,,6947.26,7627.72,7080.51,,,7106.1,8450.45,3.575,15203.37,4.818,15357.02,5341.08,1.706,,1394.0,7.826,1.243,8293.55
2021-05-31,11470.22,,1.443,,7464.49,7424.12,,6961.77,7698.68,7106.95,,,7161.98,8527.18,3.66,15315.5,4.865,15372.37,5327.84,1.708,,1450.96,7.896,1.256,8247.76
2021-06-01,11374.93,,1.439,,7480.37,7469.36,,6975.5,7713.27,7120.84,,,7182.96,8588.18,3.652,15299.72,4.901,15369.49,5328.83,1.708,,1469.08,7.923,1.26,8231.05
2021-06-02,11381.08,,1.408,,7423.31,7366.82,,6910.75,7648.41,7056.16,,,7112.97,8545.0,3.589,15311.09,4.837,15238.45,5287.22,1.696,,1435.19,7.837,1.247,8212.03
2021-06-03,11300.16,,1.391,,7386.69,7361.43,,6866.66,7634.83,7018.59,,,7081.75,8538.41,3.55,15272.96,4.81,15146.46,5241.62,1.696,,1422.81,7.788,1.241,8150.11
2021-06-04,11443.48,,1.41,,7429.62,7398.65,,6905.41,7665.88,7055.65,,,7119.38,8513.58,3.598,15232.72,4.857,15227.34,5273.07,1.701,,1439.97,7.854,1.254,8195.27
2021-06-07,11377.97,,1.4,,7407.34,7482.81,,6900.24,7698.73,7058.54,,,7134.18,8498.36,3.577,15076.11,4.858,15205.45,5256.15,1.701,,1442.04,7.814,1.251,8171.9
2021-06-08,11372.4,,1.388,,7343.18,7427.52,,6841.14,7658.11,7003.44,,,7084.7,8452.99,3.557,15068.41,4.822,15107.06,5226.07,1.692,,1427.48,7.731,1.243,8159.96
2021-06-09,11329.79,,1.389,,7353.3,7443.78,,6848.02,7669.43,7011.25,,,7095.99,8481.99,3.551,15092.09,4.84,15133.15,5236.65,1.696,,1435.8,7.729,1.242,8163.71
2021-06-10,11298.57,,1.429,,7392.68,7527.86,,6894.27,7754.21,7065.58,,,7158.4,8502.24,3.642,15086.45,4.886,15225.02,5266.6,1.703,,1459.06,7.803,1.252,8150.02
2021-06-11,11190.37,,1.439,,7329.31,7480.42,,6835.59,7710.38,7010.14,,,7109.36,8474.48,3.66,15028.11,4.813,15085.41,5225.02,1.692,,1445.38,7.75,1.25,8124.65
2021-06-15,11025.37,,1.422,,7238.3,7439.48,,6759.65,7639.38,6935.2,,,7040.27,8405.03,3.614,14880.81,4.795,14882.47,5154.74,1.672,,1457.38,7.687,1.24,7995.55
2021-06-16,11088.75,,1.357,,7143.98,7285.54,,6648.22,7528.09,6823.82,,,6917.01,8295.22,3.464,14827.22,4.672,14709.72,5095.04,1.662,,1415.38,7.474,1.211,7996.4
2021-06-17,11038.82,,1.39,,7141.1,7412.14,,6680.61,7589.41,6862.0,,,6975.28,8292.24,3.538,14810.07,4.735,14753.39,5095.9,1.66,,1483.07,7.562,1.223,7955.08
2021-06-18,10933.06,,1.418,,7104.12,7497.87,,6683.8,7644.49,6875.59,,,7010.49,8287.5,3.594,14728.91,4.785,14710.86,5056.36,1.658,,1504.44,7.651,1.233,7901.08
2021-06-21,10815.61,,1.429,,7060.88,7612.92,,6668.1,7701.99,6874.57,,,7037.04,8331.63,3.627,14709.4,4.812,14637.48,5022.2,1.65,,1538.09,7.638,1.237,7810.45
2021-06-22,10955.36,,1.436,,7108.49,7648.65,,6710.15,7741.89,6916.18,,,7080.68,8430.2,3.636,14755.41,4.822,14765.15,5071.79,1.66,,1533.51,7.659,1.24,7887.46
2021-06-23,10922.05,,1.454,,7130.87,7699.99,,6743.92,7801.44,6955.11,,,7124.82,8550.2,3.685,14931.58,4.899,14798.82,5082.08,1.663,,1544.52,7.742,1.255,7915.28
2021-06-24,10988.38,,1.434,,7165.55,7622.68,,6756.92,7762.49,6957.7,,,7108.39,8544.33,3.636,14932.97,4.914,14849.63,5103.3,1.667,,1514.84,7.731,1.252,7943.54
2021-06-25,11120.12,,1.469,,7288.48,7652.13,,6871.85,7833.17,7063.75,,,7194.12,8586.02,3.715,14996.94,4.984,15098.81,5185.9,1.691,,1545.36,7.852,1.269,8068.4
2021-06-28,10927.92,,1.503,,7286.92,7721.54,,6887.63,7852.5,7080.25,,,7228.4,8516.8,3.786,14737.71,5.031,15056.15,5164.96,1.686,,1573.68,7.949,1.277,7992.93
2021-06-29,10865.93,,1.503,,7200.75,7657.43,,6811.75,7780.52,7005.15,,,7164.63,8508.73,3.777,14691.71,4.981,14919.15,5117.0,1.67,,1572.96,7.856,1.262,7900.75
2021-06-30,10964.24,,1.54,,7235.02,7744.81,,6859.06,7831.13,7053.12,,,7227.31,8539.4,3.864,14765.75,5.02,15017.34,5146.93,1.682,,1599.28,7.957,1.277,7946.99
2021-07-01,11154.82,,1.527,,7284.9,7620.24,,6867.0,7726.12,7038.42,,,7187.77,8501.22,3.826,14868.43,4.961,15087.15,5200.78,1.672,,1590.81,7.904,1.268,8001.37
2021-07-02,10898.43,,1.476,,7047.41,7554.73,,6672.11,7658.97,6869.15,,,7046.06,8443.72,3.697,14711.25,4.862,14661.09,5013.93,1.646,,1548.87,7.679,1.24,7811.64
2021-07-05,10906.63,,1.485,,7028.43,7662.02,,6678.4,7723.13,6887.04,,,7088.21,8462.06,3.723,14657.4,4.9,14682.9,5009.15,1.653,,1586.87,7.693,1.243,7809.67
2021-07-06,11025.96,,1.458,,7042.4,7632.16,,6679.83,7722.82,6888.12,,,7078.6,8453.69,3.661,14713.17,4.925,14705.37,5015.86,1.665,,1543.47,7.674,1.239,7909.99
2021-07-07,10994.82,,1.517,,7085.84,7753.61,,6757.16,7790.08,6963.42,,,7168.77,8473.66,3.786,14671.97,5.001,14824.85,5044.01,1.668,,1580.96,7.828,1.262,7898.65
2021-07-08,10711.14,,1.523,,6987.64,7765.13,,6690.49,7775.66,6907.24,,,7130.35,8323.08,3.806,14406.03,4.96,14667.96,4968.69,1.655,,1621.99,7.778,1.264,7746.71
2021-07-09,10606.84,,1.516,,6957.07,7814.26,,6671.81,7842.35,6905.7,,,7138.39,8408.27,3.784,14520.36,4.954,14636.03,4952.56,1.66,,1594.74,7.746,1.258,7723.74
2021-07-12,10564.74,,1.575,,7022.75,7969.67,,6757.03,7958.23,6997.06,,,7248.69,8478.09,3.926,14430.05,5.029,14761.69,4990.12,1.665,,1612.76,7.934,1.285,7722.23
2021-07-13,10616.89,,1.558,,7055.23,8022.21,,6777.87,8025.92,7027.31,,,7280.15,8542.62,3.908,14509.23,5.041,14820.31,5010.61,1.674,,1602.17,7.928,1.288,7771.13
2021-07-14,10439.07,,1.547,,6980.71,7926.64,,6700.34,7955.89,6951.3,,,7203.72,8495.12,3.874,14515.73,4.971,14614.33,4933.32,1.658,,1567.67,7.848,1.287,7653.28
2021-07-15,10716.08,,1.573,,7085.99,7924.95,,6792.09,7995.78,7032.61,,,7262.46,8547.57,3.928,14587.67,5.01,14875.31,5040.27,1.672,,1572.75,7.943,1.288,7786.39
2021-07-16,10670.78,,1.521,,7004.46,7912.49,,6722.11,7991.53,6975.86,,,7204.51,8567.03,3.813,14659.0,4.942,14723.2,4979.22,1.668,,1537.07,7.803,1.276,7769.56
2021-07-19,10665.3,,1.529,,7044.45,7887.3,,6747.16,7951.06,6987.74,,,7208.32,8548.09,3.838,14683.37,4.93,14774.79,5002.41,1.67,,1525.93,7.845,1.273,7759.49
2021-07-20,10525.22,,1.536,,7016.37,7940.33,,6741.74,7965.83,6986.38,,,7218.36,8523.77,3.845,14644.56,4.948,14755.45,4992.45,1.665,,1534.44,7.843,1.272,7674.28
2021-07-21,10473.87,,1.585,,7030.38,8100.01,,6790.98,8062.33,7045.1,,,7306.9,8526.4,3.958,14539.49,5.027,14850.9,5012.87,1.675,,1577.79,7.942,1.289,7638.82
2021-07-22,10543.04,,1.582,,7022.65,8152.94,,6801.89,8111.07,7063.62,,,7335.89,8619.74,3.939,14663.96,5.046,14881.85,5019.08,1.687,,1594.41,7.947,1.291,7719.6
2021-07-23,10497.81,,1.545,,6932.2,8080.09,,6719.81,8067.77,6989.35,,,7256.15,8504.09,3.857,14584.31,5.0,14755.88,4966.9,1.684,,1575.62,7.803,1.277,7677.01
2021-07-26,10166.32,,1.491,,6663.89,7978.39,,6503.35,7932.02,6789.16,,,7083.72,8335.93,3.746,14261.62,4.891,14287.97,4775.95,1.643,,1569.06,7.537,1.242,7450.06
2021-07-27,9895.25,,1.43,,6425.62,7768.35,,6273.91,7760.08,6571.33,,,6863.48,8092.82,3.597,13835.48,4.712,13831.6,4625.58,1.609,,1557.35,7.229,1.209,7234.86
2021-07-28,10004.91,,1.453,,6468.52,7606.48,,6286.78,7648.42,6559.16,,,6819.62,8002.84,3.646,13798.4,4.695,13872.54,4667.39,1.595,,1530.56,7.269,1.206,7244.66
2021-07-29,9941.37,,1.542,,6528.1,7893.82,,6407.1,7807.09,6687.17,,,6991.3,8093.08,3.847,13819.69,4.82,14064.22,4710.6,1.607,,1600.91,7.486,1.232,7259.02
2021-07-30,9798.33,,1.528,,6433.35,7954.54,,6357.65,7817.59,6649.78,,,6978.86,8196.47,3.813,13829.35,4.802,13939.06,4637.97,1.603,,1603.68,7.41,1.229,7245.28
2021-08-02,9937.13,,1.543,,6615.14,8107.91,,6519.61,7938.9,6803.53,,,7128.23,8219.1,3.887,13770.33,4.921,14276.25,4753.92,1.639,,1612.0,7.605,1.254,7411.77
2021-08-03,9885.73,,1.533,,6659.15,8005.69,,6520.57,7874.22,6791.29,,,7093.51,8120.75,3.853,13662.7,4.874,14272.06,4772.7,1.629,,1576.44,7.588,1.246,7424.18
2021-08-04,9802.98,,1.577,,6669.42,8191.08,,6579.57,8007.76,6865.27,,,7194.33,8246.07,3.948,13767.26,4.992,14360.62,4786.43,1.636,,1618.47,7.723,1.265,7392.63
2021-08-05,9784.29,,1.563,,6629.13,8157.98,,6539.88,7985.33,6829.05,,,7154.82,8195.77,3.917,13739.23,4.973,14324.63,4777.93,1.632,,1617.38,7.64,1.263,7371.29
2021-08-06,9817.19,,1.55,,6587.1,8195.6,,6505.27,8016.75,6807.72,,,7142.42,8239.09,3.879,13809.36,4.953,14246.71,4733.08,1.631,,1599.1,7.619,1.256,7381.1
2021-08-09,10068.95,,1.527,,6696.51,8222.88,,6589.97,8063.72,6884.83,,,7201.78,8354.1,3.835,14008.48,4.998,14421.67,4791.6,1.653,,1586.77,7.666,1.264,7565.08
2021-08-10,10262.01,,1.526,,6806.34,8269.4,,6666.18,8109.9,6954.98,,,7265.9,8373.5,3.856,14060.04,4.996,14608.66,4870.76,1.672,,1600.63,7.748,1.272,7637.72
2021-08-11,10354.97,,1.513,,6761.36,8331.14,,6629.44,8172.63,6938.24,,,7271.57,8504.42,3.81,14367.78,4.994,14537.35,4832.13,1.668,,1591.16,7.689,1.275,7697.27
2021-08-12,10308.21,,1.49,,6691.39,8387.67,,6573.99,8198.11,6899.08,,,7249.73,8615.04,3.758,14534.48,4.975,14437.39,4778.13,1.665,,1598.93,7.6,1.264,7663.0
2021-08-13,10316.83,,1.469,,6673.16,8370.75,,6538.52,8191.49,6869.41,,,7226.08,8626.06,3.722,14523.27,4.92,14399.78,4765.87,1.665,,1564.94,7.531,1.255,7663.5
2021-08-16,10304.06,,1.445,,6690.12,8289.94,,6533.72,8149.43,6857.12,,,7196.04,8629.4,3.673,14638.8,4.85,14404.74,4776.3,1.67,,1560.06,7.478,1.248,7700.0
2021-08-17,10206.9,,1.413,,6546.24,8061.98,,6396.86,7966.84,6711.09,,,7030.25,8466.05,3.581,14431.89,4.742,14125.56,4668.49,1.646,,1521.07,7.305,1.223,7612.33
2021-08-18,10541.72,,1.424,,6625.97,8111.82,,6472.36,8020.69,6782.22,,,7101.51,8521.37,3.62,14499.77,4.771,14333.49,4728.77,1.66,,1519.8,7.37,1.232,7820.6
2021-08-19,10335.66,,1.436,,6537.82,8181.18,,6430.05,8027.91,6749.89,,,7090.56,8472.8,3.64,14335.14,4.808,14176.77,4660.55,1.648,,1558.22,7.376,1.237,7678.71
2021-08-20,10264.65,,1.394,,6391.94,8180.02,,6309.78,7996.68,6647.56,,,7006.82,8484.9,3.551,14354.34,4.784,13913.29,4558.09,1.634,,1541.06,7.226,1.219,7618.78
2021-08-23,10269.14,,1.439,,6453.12,8382.9,,6402.75,8117.72,6746.15,,,7139.85,8583.12,3.66,14474.28,4.888,14074.14,4599.21,1.65,,1576.36,7.402,1.235,7666.73
2021-08-24,10304.28,,1.458,,6530.06,8451.47,,6472.27,8194.47,6817.11,,,7208.85,8654.76,3.695,14555.66,4.935,14264.94,4670.26,1.668,,1590.39,7.467,1.243,7696.26
2021-08-25,10209.59,,1.469,,6544.81,8511.26,,6488.28,8266.38,6844.37,,,7248.86,8762.12,3.713,14647.93,4.937,14330.59,4688.11,1.675,,1554.91,7.459,1.247,7668.24
2021-08-26,10062.81,,1.434,,6397.18,8401.61,,6360.39,8227.23,6734.41,,,7144.98,8796.58,3.625,14757.43,4.873,14067.68,4582.81,1.658,,1509.11,7.302,1.23,7566.55
2021-08-27,10091.72,,1.429,,6439.63,8413.21,,6394.45,8298.32,6775.92,,,7174.82,8857.11,3.618,14919.26,4.892,14193.91,4633.58,1.675,,1491.96,7.305,1.229,7628.27
2021-08-30,9925.66,,1.431,,6397.91,8465.42,,6376.2,8352.38,6772.25,,,7181.92,8909.29,3.625,14976.41,4.863,14179.76,4618.23,1.686,,1483.03,7.264,1.228,7524.62
2021-08-31,10068.8,,1.41,,6385.58,8466.17,,6366.06,8385.27,6770.77,,,7177.45,9102.74,3.558,15362.44,4.83,14218.05,4595.02,1.692,,1452.51,7.209,1.216,7640.37
2021-09-01,10299.77,,1.399,,6531.51,8333.02,,6450.64,8313.34,6823.79,,,7180.7,9060.56,3.544,15369.75,4.824,14439.78,4695.88,1.711,,1435.87,7.26,1.216,7838.8
2021-09-02,10395.08,,1.379,,6526.68,8425.02,,6450.57,8444.99,6850.27,,,7226.33,9207.77,3.49,15659.58,4.823,14530.14,4698.93,1.733,,1410.49,7.195,1.214,7936.49
2021-09-03,10414.73,,1.361,,6526.92,8359.27,,6415.67,8412.25,6815.81,,,7188.2,9180.4,3.448,15591.86,4.758,14465.09,4711.96,1.727,,1411.91,7.15,1.209,7897.22
2021-09-06,10401.63,,1.424,,6636.01,8473.55,,6535.77,8500.92,6929.54,,,7305.28,9266.22,3.585,15757.7,4.901,14635.41,4764.36,1.745,,1450.31,7.372,1.235,7950.21
2021-09-07,10588.34,,1.437,,6699.44,8630.48,,6614.07,8666.79,7025.46,,,7407.68,9451.87,3.605,16095.37,4.936,14849.57,4819.04,1.773,,1449.88,7.431,1.25,8102.12
2021-09-08,10575.08,,1.421,,6653.22,8647.9,,6586.65,8718.93,7014.09,,,7407.43,9531.42,3.578,16370.6,4.949,14748.85,4767.42,1.766,,1423.83,7.37,1.249,8110.37
2021-09-09,10536.86,,1.426,,6647.84,8654.46,,6583.84,8803.78,7028.96,,,7420.72,9712.07,3.581,16802.62,4.923,14761.78,4754.1,1.78,,1413.22,7.37,1.249,8119.72
2021-09-10,10769.14,,1.432,,6727.11,8689.96,,6641.48,8792.48,7072.68,,,7453.05,9580.7,3.591,16671.27,4.94,14901.74,4825.38,1.783,,1438.03,7.416,1.257,8188.63
2021-09-13,10753.19,,1.414,,6706.0,8706.4,,6612.52,8839.95,7059.16,,,7454.82,9756.02,3.546,17155.29,4.909,14871.9,4810.12,1.792,,1395.32,7.351,1.25,8258.13
2021-09-14,10463.75,,1.436,,6596.32,8672.94,,6513.83,8733.47,6958.94,,,7378.58,9584.36,3.597,16821.65,4.902,14596.44,4730.33,1.771,,1407.65,7.326,1.251,8032.16
2021-09-15,10382.49,,1.417,,6510.43,8733.56,,6447.8,8774.72,6914.6,,,7365.42,9612.02,3.557,16752.7,4.901,14457.76,4668.57,1.761,,1395.41,7.248,1.237,7968.36
2021-09-16,10283.49,,1.387,,6476.43,8495.68,,6368.82,8606.7,6817.68,,,7237.22,9467.07,3.477,16647.7,4.815,14301.32,4641.8,1.745,,1362.05,7.121,1.218,7868.92
2021-09-17,10300.86,,1.416,,6552.74,8468.85,,6433.84,8547.33,6857.56,,,7263.69,9292.48,3.548,16301.13,4.827,14415.34,4693.45,1.742,,1360.3,7.205,1.227,7883.6
2021-09-22,10079.34,,1.405,,6476.16,8511.4,,6388.6,8614.44,6835.02,,,7259.79,9424.62,3.515,16769.29,4.797,14356.3,4634.69,1.749,,1365.94,7.131,1.223,7878.58
2021-09-23,10080.41,,1.41,,6494.29,8552.75,,6430.24,8671.32,6879.72,,,7296.46,9437.1,3.535,16726.96,4.825,14421.33,4642.83,1.756,,1374.51,7.18,1.225,7917.11
2021-09-24,10000.89,,1.419,,6514.73,8431.02,,6425.25,8529.79,6847.15,,,7239.04,9138.68,3.562,16174.79,4.835,14382.61,4668.49,1.735,,1385.81,7.214,1.224,7799.32
2021-09-27,10001.01,,1.433,,6630.38,8181.45,,6462.27,8288.02,6827.85,,,7159.17,8879.89,3.586,15782.27,4.814,14423.96,4749.93,1.733,,1379.45,7.321,1.22,7714.11
2021-09-28,10169.82,,1.42,,6649.81,8182.45,,6470.83,8321.19,6841.38,,,7170.39,9020.42,3.567,16233.89,4.792,14465.01,4766.52,1.744,,1364.75,7.267,1.223,7826.42
2021-09-29,10260.84,,1.403,,6629.22,7887.16,,6404.75,8103.28,6744.68,,,7029.25,8734.6,3.532,15774.95,4.73,14326.69,4748.82,1.72,,1356.35,7.224,1.209,7781.03
2021-09-30,10151.96,,1.44,,6649.53,8113.24,,6447.75,8211.23,6800.77,,,7133.99,8878.05,3.606,15984.49,4.793,14389.17,4745.5,1.72,,1379.48,7.321,1.226,7752.83
2021-10-08,10316.43,,1.436,,6783.84,8135.37,,6531.97,8197.05,6865.08,,,7191.12,8876.52,3.595,15851.28,4.825,14558.41,4833.48,1.739,,1375.19,7.41,1.23,7851.23
2021-10-11,10546.92,,1.41,,6805.36,8090.65,,6540.25,8196.05,6871.48,,,7176.91,8928.62,3.547,16002.07,4.839,14603.16,4863.38,1.744,,1360.39,7.368,1.228,7917.35
2021-10-12,10549.53,,1.382,,6764.63,7897.42,,6470.88,8036.21,6783.88,,,7065.45,8780.37,3.485,15909.38,4.757,14470.06,4838.11,1.732,,1329.77,7.256,1.213,7838.53
2021-10-13,10530.94,,1.416,,6837.79,7986.05,,6545.44,8070.2,6850.21,,,7133.9,8718.58,3.562,15636.2,4.84,14605.8,4887.66,1.732,,1355.34,7.408,1.227,7790.97
2021-10-14,10423.09,,1.415,,6785.91,8044.0,,6510.34,8101.1,6828.46,,,7136.37,8684.35,3.565,15475.69,4.83,14539.52,4854.9,1.721,,1357.86,7.378,1.225,7725.03
2021-10-15,10514.57,,1.45,,6810.25,8052.94,,6535.84,8119.4,6852.48,,,7156.61,8711.3,3.638,15568.56,4.868,14603.33,4890.74,1.728,,1373.88,7.433,1.232,7746.22
2021-10-18,10441.74,,1.454,,6690.32,8139.76,,6459.86,8170.4,6802.21,,,7151.34,8841.36,3.634,15883.42,4.852,14438.79,4793.95,1.723,,1363.21,7.385,1.225,7732.31
2021-10-19,10512.65,,1.462,,6760.07,8221.3,,6523.4,8230.83,6865.09,,,7212.26,8903.84,3.656,15880.07,4.922,14557.76,4834.08,1.728,,1377.54,7.467,1.237,7815.34
